anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S54-00001,DL10XX9057,2026-08-01T00:00:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.94,
ANPR-S54-00002,DL04XX9828,2026-08-01T00:38:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.84,
ANPR-S54-00003,DL05XX2658,2026-08-01T00:52:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.89,
ANPR-S54-00004,DL10XX4228,2026-08-01T01:16:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.86,DL10XX4282
ANPR-S54-00005,DL04XX9438,2026-08-01T01:54:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.97,DL04XX9483
ANPR-S54-00006,DL01XX3023,2026-08-01T02:23:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.95,DL01XX3032
ANPR-S54-00007,DL01XX8536,2026-08-01T02:34:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.94,DL01XX8563
ANPR-S54-00008,DL14XX1291,2026-08-01T02:57:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.9,
ANPR-S54-00009,DL04XX3538,2026-08-01T03:38:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.88,
ANPR-S54-00010,DL03XX1654,2026-08-01T03:53:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.92,DL03XX1645
ANPR-S54-00011,DL02XX1075,2026-08-01T04:11:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.88,
ANPR-S54-00012,DL07XX7555,2026-08-01T04:50:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.94,
ANPR-S54-00013,DL06XX6886,2026-08-01T05:17:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.97,
ANPR-S54-00014,DL03XX7568,2026-08-01T05:32:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.95,
ANPR-S54-00015,DL14XX3094,2026-08-01T05:54:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.97,DL14XX3049
ANPR-S54-00016,DL13XX4700,2026-08-01T06:21:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.83,
ANPR-S54-00017,DL13XX7112,2026-08-01T06:50:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.93,DL13XX7121
ANPR-S54-00018,DL14XX4739,2026-08-01T07:25:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.85,DL14XX4793
ANPR-S54-00019,DL11XX8138,2026-08-01T07:40:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.96,
ANPR-S54-00020,DL11XX7271,2026-08-01T08:08:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.99,DL11XX7217
ANPR-S54-00021,DL07XX2180,2026-08-01T08:24:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.9,DL07XX2108
ANPR-S54-00022,DL08XX3666,2026-08-01T09:01:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.87,
ANPR-S54-00023,DL01XX7733,2026-08-01T09:27:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.94,DL01XX7733
ANPR-S54-00024,DL05XX1487,2026-08-01T09:40:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.92,DL05XX1478
ANPR-S54-00025,DL03XX3104,2026-08-01T10:01:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.84,
ANPR-S54-00026,DL09XX8487,2026-08-01T10:44:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.87,
ANPR-S54-00027,DL05XX3994,2026-08-01T11:01:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.91,DL05XX3949
ANPR-S54-00028,DL01XX8573,2026-08-01T11:26:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.95,
ANPR-S54-00029,DL05XX8169,2026-08-01T11:44:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.9,
