anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S56-00001,DL09XX4892,2026-08-22T07:15:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.84,DL09XX4829
ANPR-S56-00002,DL03XX9304,2026-08-22T07:42:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.86,DL03XX9340
ANPR-S56-00003,DL11XX9713,2026-08-22T08:06:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.97,DL11XX9731
ANPR-S56-00004,DL10XX1346,2026-08-22T08:34:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.82,
ANPR-S56-00005,DL05XX6969,2026-08-22T09:00:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.84,
ANPR-S56-00006,DL14XX8293,2026-08-22T09:21:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.91,
ANPR-S56-00007,DL08XX7125,2026-08-22T09:33:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.93,
ANPR-S56-00008,DL06XX7597,2026-08-22T09:55:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.88,
ANPR-S56-00009,DL01XX7643,2026-08-22T10:24:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.91,DL01XX7634
ANPR-S56-00010,DL02XX2230,2026-08-22T10:47:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.89,DL02XX2203
ANPR-S56-00011,DL11XX7483,2026-08-22T11:27:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.82,DL11XX7438
ANPR-S56-00012,DL06XX3560,2026-08-22T11:52:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.85,
ANPR-S56-00013,DL14XX2029,2026-08-22T12:18:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.89,DL14XX2092
ANPR-S56-00014,DL01XX7223,2026-08-22T12:39:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.96,
ANPR-S56-00015,DL06XX2840,2026-08-22T13:01:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.92,
ANPR-S56-00016,DL05XX4329,2026-08-22T13:18:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.93,DL05XX4392
ANPR-S56-00017,DL10XX8144,2026-08-22T13:59:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.99,DL10XX8144
ANPR-S56-00018,DL01XX8579,2026-08-22T14:15:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.94,DL01XX8597
ANPR-S56-00019,DL09XX8610,2026-08-22T14:47:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.98,
ANPR-S56-00020,DL12XX6678,2026-08-22T15:06:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.83,
ANPR-S56-00021,DL01XX8292,2026-08-22T15:33:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.85,
