anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S45-00001,DL06GB9067,2026-08-18T00:06:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.9,
ANPR-S45-00002,DL06GB9067,2026-08-18T00:27:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.94,
ANPR-S45-00003,DL06GB9067,2026-08-18T00:55:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.84,
ANPR-S45-00004,DL06GB9076,2026-08-18T01:22:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.91,DL06GB9067
ANPR-S45-00005,DL06GB9076,2026-08-18T01:53:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.9,DL06GB9067
ANPR-S45-00006,DL06GB9067,2026-08-18T02:09:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.97,
ANPR-S45-00007,DL06GB9067,2026-08-18T02:39:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.94,
ANPR-S45-00008,DL06GB9067,2026-08-18T02:57:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.9,
ANPR-S45-00009,DL06GB9067,2026-08-18T03:34:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.88,
ANPR-S45-00010,DL06GB9067,2026-08-18T03:46:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.89,
ANPR-S45-00011,DL06GB9076,2026-08-18T04:17:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.86,DL06GB9067
ANPR-S45-00012,DL06GB9076,2026-08-18T04:46:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.98,DL06GB9067
ANPR-S45-00013,DL06GB9067,2026-08-18T05:05:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.83,
ANPR-S45-00014,DL06GB9076,2026-08-18T05:35:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.82,DL06GB9067
ANPR-S45-00015,DL06GB9067,2026-08-18T06:09:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.92,
ANPR-S45-00016,DL06GB9067,2026-08-18T06:34:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.97,
ANPR-S45-00017,DL06GB9076,2026-08-18T06:52:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.98,DL06GB9067
ANPR-S45-00018,DL06GB9067,2026-08-18T07:15:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.89,
ANPR-S45-00019,DL06GB9067,2026-08-18T07:38:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.96,
ANPR-S45-00020,DL06GB9067,2026-08-18T08:00:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,
ANPR-S45-00021,DL06GB9067,2026-08-18T08:21:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.92,
ANPR-S45-00022,DL06GB9067,2026-08-18T08:55:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.99,
ANPR-S45-00023,DL06GB9076,2026-08-18T09:14:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.83,DL06GB9067
ANPR-S45-00024,DL06GB9067,2026-08-18T09:52:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.86,
ANPR-S45-00025,DL06GB9076,2026-08-18T10:13:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.83,DL06GB9067
ANPR-S45-00026,DL06GB9067,2026-08-18T10:37:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.85,
