anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S73-00001,DL10XX3642,2026-01-01T00:00:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.94,
ANPR-S73-00002,DL08XX7951,2026-01-01T00:27:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.96,
ANPR-S73-00003,DL02XX8927,2026-01-01T00:54:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.96,
ANPR-S73-00004,DL03XX9098,2026-01-01T01:25:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.89,
ANPR-S73-00005,DL01XX2935,2026-01-01T01:56:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.96,DL01XX2953
ANPR-S73-00006,DL01XX4165,2026-01-01T02:20:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.99,
ANPR-S73-00007,DL07XX7189,2026-01-01T02:50:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.9,DL07XX7198
ANPR-S73-00008,DL06XX7788,2026-01-01T03:13:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.84,
ANPR-S73-00009,DL06XX7055,2026-01-01T03:28:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.97,
ANPR-S73-00010,DL04XX7500,2026-01-01T03:58:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.86,
ANPR-S73-00011,DL07XX3934,2026-01-01T04:23:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.89,DL07XX3943
ANPR-S73-00012,DL05XX8629,2026-01-01T04:35:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.82,DL05XX8692
ANPR-S73-00013,DL05XX6503,2026-01-01T05:11:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.9,
ANPR-S73-00014,DL07XX5118,2026-01-01T05:31:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.83,DL07XX5181
ANPR-S73-00015,DL10XX5451,2026-01-01T06:06:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.86,
ANPR-S73-00016,DL03XX8374,2026-01-01T06:18:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.86,
ANPR-S73-00017,DL14XX5188,2026-01-01T06:53:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.97,DL14XX5188
ANPR-S73-00018,DL11XX5512,2026-01-01T07:15:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.95,
ANPR-S73-00019,DL09XX5232,2026-01-01T07:37:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.86,DL09XX5223
ANPR-S73-00020,DL06XX3712,2026-01-01T08:15:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.95,
ANPR-S73-00021,DL07XX7107,2026-01-01T08:29:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,DL07XX7170
ANPR-S73-00022,DL01XX1933,2026-01-01T08:48:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.86,DL01XX1933
ANPR-S73-00023,DL10XX1507,2026-01-01T09:19:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.83,
ANPR-S73-00024,DL09XX9782,2026-01-01T09:52:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.87,DL09XX9728
ANPR-S73-00025,DL06XX9847,2026-01-01T10:19:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.94,DL06XX9874
ANPR-S73-00026,DL04XX6413,2026-01-01T10:26:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.95,DL04XX6431
ANPR-S73-00027,DL04XX1012,2026-01-01T11:06:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.92,
ANPR-S73-00028,DL02XX8693,2026-01-01T11:27:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.82,DL02XX8639
ANPR-S73-00029,DL06XX9936,2026-01-01T11:42:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.83,
ANPR-S73-00030,DL10XX9277,2026-01-01T12:20:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.91,
ANPR-S73-00031,DL02XX8289,2026-01-01T12:47:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.89,
ANPR-S73-00032,DL14XX5617,2026-01-01T13:09:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.9,DL14XX5671
ANPR-S73-00033,DL11XX5445,2026-01-01T13:33:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.93,DL11XX5454
ANPR-S73-00034,DL05XX1313,2026-01-01T13:55:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.88,
ANPR-S73-00035,DL06XX5385,2026-01-01T14:27:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.88,DL06XX5358
ANPR-S73-00036,DL06XX1791,2026-01-01T14:42:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.98,
ANPR-S73-00037,DL05XX8626,2026-01-01T15:15:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.9,
ANPR-S73-00038,DL11XX8422,2026-01-01T15:32:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.87,
ANPR-S73-00039,DL14XX9771,2026-01-01T16:07:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.85,DL14XX9717
ANPR-S73-00040,DL09XX9046,2026-01-01T16:20:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.98,
ANPR-S73-00041,DL05XX5083,2026-01-01T16:50:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.9,
ANPR-S73-00042,DL12XX9262,2026-01-01T17:25:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.85,
ANPR-S73-00043,DL14XX4004,2026-01-01T17:43:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.88,
ANPR-S73-00044,DL06XX1545,2026-01-01T17:58:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,
ANPR-S73-00045,DL04XX3644,2026-01-01T18:40:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.84,
ANPR-S73-00046,DL05XX7789,2026-01-01T19:04:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.88,
ANPR-S73-00047,DL12XX1566,2026-01-01T19:30:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.95,DL12XX1566
ANPR-S73-00048,DL14XX5238,2026-01-01T19:37:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.83,DL14XX5283
ANPR-S73-00049,DL03XX2631,2026-01-01T20:15:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.84,DL03XX2613
ANPR-S73-00050,DL01XX7991,2026-01-01T20:25:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.88,
ANPR-S73-00051,DL10XX8939,2026-01-01T21:02:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.91,
ANPR-S73-00052,DL05XX6961,2026-01-01T21:34:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.93,
ANPR-S73-00053,DL08XX1361,2026-01-01T21:58:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.85,
ANPR-S73-00054,DL02XX7763,2026-01-01T22:14:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.85,
