anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S19-00001,DL06DS4276,2026-08-19T00:10:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.9,DL06DS4267
ANPR-S19-00002,DL06DS4267,2026-08-19T00:36:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.83,
ANPR-S19-00003,DL06DS4276,2026-08-19T00:56:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.98,DL06DS4267
ANPR-S19-00004,DL06DS4267,2026-08-19T01:20:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.98,
ANPR-S19-00005,DL06DS4276,2026-08-19T01:47:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.87,DL06DS4267
ANPR-S19-00006,DL06DS4276,2026-08-19T02:22:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.9,DL06DS4267
ANPR-S19-00007,DL06DS4267,2026-08-19T02:40:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.88,
ANPR-S19-00008,DL06DS4276,2026-08-19T03:15:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.84,DL06DS4267
ANPR-S19-00009,DL06DS4267,2026-08-19T03:35:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.86,
ANPR-S19-00010,DL06DS4267,2026-08-19T03:57:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.98,
ANPR-S19-00011,DL06DS4276,2026-08-19T04:22:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.88,DL06DS4267
ANPR-S19-00012,DL06DS4267,2026-08-19T04:41:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.95,
ANPR-S19-00013,DL06DS4267,2026-08-19T05:01:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.91,
ANPR-S19-00014,DL06DS4276,2026-08-19T05:41:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.99,DL06DS4267
ANPR-S19-00015,DL06DS4267,2026-08-19T06:04:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.88,
ANPR-S19-00016,DL06DS4267,2026-08-19T06:31:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.88,
ANPR-S19-00017,DL06DS4267,2026-08-19T06:58:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.9,
ANPR-S19-00018,DL06DS4267,2026-08-19T07:12:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.92,
ANPR-S19-00019,DL06DS4276,2026-08-19T07:34:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.97,DL06DS4267
ANPR-S19-00020,DL06DS4267,2026-08-19T08:04:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.82,
ANPR-S19-00021,DL06DS4267,2026-08-19T08:23:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.86,
ANPR-S19-00022,DL06DS4267,2026-08-19T08:51:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.99,
ANPR-S19-00023,DL06DS4276,2026-08-19T09:26:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,DL06DS4267
ANPR-S19-00024,DL06DS4267,2026-08-19T09:44:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.91,
ANPR-S19-00025,DL06DS4276,2026-08-19T10:09:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.96,DL06DS4267
ANPR-S19-00026,DL06DS4267,2026-08-19T10:29:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.93,
ANPR-S19-00027,DL06DS4276,2026-08-19T11:07:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.87,DL06DS4267
ANPR-S19-00028,DL06DS4276,2026-08-19T11:16:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.95,DL06DS4267
ANPR-S19-00029,DL06DS4276,2026-08-19T11:47:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.82,DL06DS4267
