anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S92-00001,DL10PX5167,2026-08-20T00:01:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,
ANPR-S92-00002,DL11QJ3944,2026-08-20T00:25:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.82,DL11QJ3944
ANPR-S92-00003,DL10PX5167,2026-08-20T01:05:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.92,
ANPR-S92-00004,DL11QJ3944,2026-08-20T01:15:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.83,
ANPR-S92-00005,DL10PX5176,2026-08-20T01:52:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.84,DL10PX5167
ANPR-S92-00006,DL11QJ3944,2026-08-20T02:12:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.97,
ANPR-S92-00007,DL10PX5176,2026-08-20T02:35:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.95,DL10PX5167
ANPR-S92-00008,DL11QJ3944,2026-08-20T03:01:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.92,
ANPR-S92-00009,DL10PX5176,2026-08-20T03:24:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.83,DL10PX5167
ANPR-S92-00010,DL11QJ3944,2026-08-20T03:59:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.93,DL11QJ3944
ANPR-S92-00011,DL10PX5167,2026-08-20T04:16:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.97,
ANPR-S92-00012,DL11QJ3944,2026-08-20T04:45:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.94,DL11QJ3944
ANPR-S92-00013,DL10PX5176,2026-08-20T05:01:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.94,DL10PX5167
ANPR-S92-00014,DL11QJ3944,2026-08-20T05:28:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.92,DL11QJ3944
