anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S27-00001,DL14AS7221,2026-08-01T00:15:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.94,
ANPR-S27-00002,DL14AS7212,2026-08-01T00:33:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.96,DL14AS7221
ANPR-S27-00003,DL14AS7212,2026-08-01T01:10:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.91,DL14AS7221
ANPR-S27-00004,DL14AS7212,2026-08-01T01:20:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.98,DL14AS7221
ANPR-S27-00005,DL14AS7221,2026-08-01T01:49:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.86,
ANPR-S27-00006,DL14AS7212,2026-08-01T02:16:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.82,DL14AS7221
ANPR-S27-00007,DL14AS7221,2026-08-01T02:31:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.99,
ANPR-S27-00008,DL14AS7221,2026-08-01T03:01:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,
ANPR-S27-00009,DL14AS7212,2026-08-01T03:24:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.96,DL14AS7221
ANPR-S27-00010,DL14AS7221,2026-08-01T03:48:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.91,
ANPR-S27-00011,DL14AS7221,2026-08-01T04:19:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.88,
ANPR-S27-00012,DL14AS7221,2026-08-01T04:48:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.87,
ANPR-S27-00013,DL14AS7221,2026-08-01T05:03:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.95,
ANPR-S27-00014,DL14AS7221,2026-08-01T05:39:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.94,
ANPR-S27-00015,DL14AS7221,2026-08-01T05:59:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.97,
ANPR-S27-00016,DL14AS7221,2026-08-01T06:19:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.88,
ANPR-S27-00017,DL14AS7212,2026-08-01T06:47:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.85,DL14AS7221
ANPR-S27-00018,DL14AS7221,2026-08-01T07:24:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.95,
ANPR-S27-00019,DL14AS7221,2026-08-01T07:49:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.83,
ANPR-S27-00020,DL14AS7221,2026-08-01T07:57:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.83,
ANPR-S27-00021,DL14AS7221,2026-08-01T08:30:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.89,
ANPR-S27-00022,DL14AS7221,2026-08-01T08:58:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.94,
ANPR-S27-00023,DL14AS7221,2026-08-01T09:27:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.83,
ANPR-S27-00024,DL14AS7221,2026-08-01T09:36:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.87,
ANPR-S27-00025,DL14AS7221,2026-08-01T10:14:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.91,
ANPR-S27-00026,DL14AS7221,2026-08-01T10:36:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.91,
ANPR-S27-00027,DL14AS7221,2026-08-01T11:05:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,
ANPR-S27-00028,DL14AS7221,2026-08-01T11:25:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.93,
ANPR-S27-00029,DL14AS7221,2026-08-01T11:41:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,
ANPR-S27-00030,DL14AS7212,2026-08-01T12:13:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.96,DL14AS7221
ANPR-S27-00031,DL14AS7221,2026-08-01T12:34:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.86,
ANPR-S27-00032,DL14AS7212,2026-08-01T13:12:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.95,DL14AS7221
