anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S22-00001,DL13AL2167,2026-08-20T00:01:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.99,
ANPR-S22-00002,DL09KY9944,2026-08-20T00:45:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.96,
ANPR-S22-00003,DL13AL2167,2026-08-20T00:54:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.98,
ANPR-S22-00004,DL09KY9944,2026-08-20T01:35:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.85,DL09KY9944
ANPR-S22-00005,DL13AL2167,2026-08-20T01:57:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.9,
ANPR-S22-00006,DL09KY9944,2026-08-20T02:15:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.95,
ANPR-S22-00007,DL13AL2167,2026-08-20T02:39:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.92,
ANPR-S22-00008,DL09KY9944,2026-08-20T03:13:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.9,
ANPR-S22-00009,DL13AL2176,2026-08-20T03:33:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.95,DL13AL2167
ANPR-S22-00010,DL09KY9944,2026-08-20T04:01:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.92,DL09KY9944
ANPR-S22-00011,DL13AL2167,2026-08-20T04:28:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.91,
ANPR-S22-00012,DL09KY9944,2026-08-20T04:37:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.87,
ANPR-S22-00013,DL13AL2167,2026-08-20T05:07:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.86,
ANPR-S22-00014,DL09KY9944,2026-08-20T05:28:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.99,
ANPR-S22-00015,DL13AL2167,2026-08-20T05:55:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.83,
ANPR-S22-00016,DL09KY9944,2026-08-20T06:17:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.9,DL09KY9944
ANPR-S22-00017,DL13AL2176,2026-08-20T06:51:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.91,DL13AL2167
ANPR-S22-00018,DL09KY9944,2026-08-20T07:17:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.97,
ANPR-S22-00019,DL13AL2167,2026-08-20T07:46:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.96,
ANPR-S22-00020,DL09KY9944,2026-08-20T08:06:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.84,
ANPR-S22-00021,DL13AL2176,2026-08-20T08:20:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.82,DL13AL2167
ANPR-S22-00022,DL09KY9944,2026-08-20T08:54:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.89,
ANPR-S22-00023,DL13AL2167,2026-08-20T09:15:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.86,
ANPR-S22-00024,DL09KY9944,2026-08-20T09:43:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.91,DL09KY9944
ANPR-S22-00025,DL13AL2176,2026-08-20T10:11:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.99,DL13AL2167
ANPR-S22-00026,DL09KY9944,2026-08-20T10:38:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.93,DL09KY9944
ANPR-S22-00027,DL13AL2167,2026-08-20T11:06:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.97,
ANPR-S22-00028,DL09KY9944,2026-08-20T11:32:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.98,DL09KY9944
