anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S76-00001,DL12XX9597,2026-08-22T07:18:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.96,
ANPR-S76-00002,DL03XX9750,2026-08-22T07:26:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.87,
ANPR-S76-00003,DL04XX2664,2026-08-22T07:57:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.89,DL04XX2646
ANPR-S76-00004,DL09XX7028,2026-08-22T08:21:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.98,DL09XX7082
ANPR-S76-00005,DL12XX7099,2026-08-22T08:46:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.95,DL12XX7099
ANPR-S76-00006,DL11XX4034,2026-08-22T09:08:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.84,
ANPR-S76-00007,DL11XX2975,2026-08-22T09:39:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.91,
ANPR-S76-00008,DL02XX5337,2026-08-22T10:08:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.88,
ANPR-S76-00009,DL05XX9159,2026-08-22T10:27:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.83,
ANPR-S76-00010,DL09XX9697,2026-08-22T11:04:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.99,
ANPR-S76-00011,DL03XX4996,2026-08-22T11:29:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.87,
ANPR-S76-00012,DL14XX7766,2026-08-22T11:43:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.88,DL14XX7766
ANPR-S76-00013,DL09XX7346,2026-08-22T12:04:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.98,
ANPR-S76-00014,DL08XX3283,2026-08-22T12:30:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.97,
ANPR-S76-00015,DL09XX6421,2026-08-22T13:09:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.85,DL09XX6412
ANPR-S76-00016,DL05XX9980,2026-08-22T13:34:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.85,
ANPR-S76-00017,DL06XX7537,2026-08-22T13:42:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.99,
ANPR-S76-00018,DL06XX8901,2026-08-22T14:24:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.85,
ANPR-S76-00019,DL13XX8428,2026-08-22T14:32:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.92,
ANPR-S76-00020,DL10XX8574,2026-08-22T15:12:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.91,
ANPR-S76-00021,DL13XX4466,2026-08-22T15:33:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.82,
