anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S68-00001,DL08WT6967,2026-07-01T00:04:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.97,
ANPR-S68-00002,DL08WT6967,2026-07-01T00:28:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.87,
ANPR-S68-00003,DL08WT6967,2026-07-01T00:51:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.91,
ANPR-S68-00004,DL08WT6967,2026-07-01T01:31:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.86,
ANPR-S68-00005,DL08WT6967,2026-07-01T01:45:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.96,
ANPR-S68-00006,DL08WT6967,2026-07-01T02:05:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.94,
ANPR-S68-00007,DL08WT6967,2026-07-01T02:47:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.86,
ANPR-S68-00008,DL08WT6967,2026-07-01T03:10:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.96,
ANPR-S68-00009,DL08WT6976,2026-07-01T03:20:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.96,DL08WT6967
ANPR-S68-00010,DL08WT6967,2026-07-01T03:47:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.96,
ANPR-S68-00011,DL08WT6967,2026-07-01T04:28:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.9,
ANPR-S68-00012,DL08WT6976,2026-07-01T04:47:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.93,DL08WT6967
ANPR-S68-00013,DL08WT6976,2026-07-01T05:04:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,DL08WT6967
ANPR-S68-00014,DL08WT6967,2026-07-01T05:37:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.88,
ANPR-S68-00015,DL08WT6976,2026-07-01T05:51:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.89,DL08WT6967
ANPR-S68-00016,DL08WT6967,2026-07-01T06:26:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.95,
ANPR-S68-00017,DL08WT6976,2026-07-01T06:46:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.97,DL08WT6967
ANPR-S68-00018,DL08WT6967,2026-07-01T07:06:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.92,
ANPR-S68-00019,DL08WT6967,2026-07-01T07:46:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.99,
ANPR-S68-00020,DL08WT6967,2026-07-01T08:08:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.83,
ANPR-S68-00021,DL08WT6976,2026-07-01T08:22:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.93,DL08WT6967
ANPR-S68-00022,DL08WT6976,2026-07-01T09:02:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.99,DL08WT6967
ANPR-S68-00023,DL08WT6976,2026-07-01T09:18:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.98,DL08WT6967
ANPR-S68-00024,DL08WT6976,2026-07-01T09:37:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.83,DL08WT6967
ANPR-S68-00025,DL08WT6976,2026-07-01T10:05:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.97,DL08WT6967
ANPR-S68-00026,DL08WT6976,2026-07-01T10:34:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.84,DL08WT6967
ANPR-S68-00027,DL08WT6967,2026-07-01T11:06:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.93,
ANPR-S68-00028,DL08WT6976,2026-07-01T11:31:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.85,DL08WT6967
ANPR-S68-00029,DL08WT6967,2026-07-01T11:42:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.86,
ANPR-S68-00030,DL08WT6967,2026-07-01T12:22:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.93,
ANPR-S68-00031,DL08WT6967,2026-07-01T12:49:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.93,
ANPR-S68-00032,DL08WT6967,2026-07-01T12:56:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.84,
ANPR-S68-00033,DL08WT6967,2026-07-01T13:31:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.92,
ANPR-S68-00034,DL08WT6967,2026-07-01T13:50:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.92,
ANPR-S68-00035,DL08WT6976,2026-07-01T14:20:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.97,DL08WT6967
ANPR-S68-00036,DL08WT6967,2026-07-01T14:35:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,
ANPR-S68-00037,DL08WT6976,2026-07-01T15:03:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.83,DL08WT6967
ANPR-S68-00038,DL08WT6967,2026-07-01T15:26:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.95,
ANPR-S68-00039,DL08WT6967,2026-07-01T15:59:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.88,
ANPR-S68-00040,DL08WT6976,2026-07-01T16:22:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.85,DL08WT6967
ANPR-S68-00041,DL08WT6976,2026-07-01T16:57:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.88,DL08WT6967
ANPR-S68-00042,DL08WT6967,2026-07-01T17:21:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.85,
ANPR-S68-00043,DL08WT6976,2026-07-01T17:49:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.94,DL08WT6967
ANPR-S68-00044,DL08WT6967,2026-07-01T17:55:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.91,
ANPR-S68-00045,DL08WT6967,2026-07-01T18:33:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.91,
ANPR-S68-00046,DL08WT6967,2026-07-01T18:58:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.84,
ANPR-S68-00047,DL08WT6976,2026-07-01T19:24:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.93,DL08WT6967
ANPR-S68-00048,DL08WT6967,2026-07-01T19:47:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.83,
ANPR-S68-00049,DL08WT6967,2026-07-01T20:10:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.85,
