anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S53-00001,DL02XX6408,2026-01-01T00:13:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.98,DL02XX6480
ANPR-S53-00002,DL03XX8599,2026-01-01T00:27:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.93,
ANPR-S53-00003,DL03XX1227,2026-01-01T01:00:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.93,
ANPR-S53-00004,DL12XX5832,2026-01-01T01:30:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.83,
ANPR-S53-00005,DL08XX7720,2026-01-01T01:59:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.94,DL08XX7702
ANPR-S53-00006,DL04XX5931,2026-01-01T02:11:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.91,
ANPR-S53-00007,DL07XX4698,2026-01-01T02:43:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,DL07XX4689
ANPR-S53-00008,DL08XX7427,2026-01-01T03:07:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.92,
ANPR-S53-00009,DL14XX1619,2026-01-01T03:27:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.89,
ANPR-S53-00010,DL02XX3491,2026-01-01T04:05:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.85,
ANPR-S53-00011,DL01XX3111,2026-01-01T04:10:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.89,DL01XX3111
ANPR-S53-00012,DL10XX5361,2026-01-01T04:43:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.82,DL10XX5316
ANPR-S53-00013,DL03XX2215,2026-01-01T05:16:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.89,
ANPR-S53-00014,DL04XX5640,2026-01-01T05:44:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.85,DL04XX5604
ANPR-S53-00015,DL08XX1355,2026-01-01T05:53:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,
ANPR-S53-00016,DL05XX3618,2026-01-01T06:15:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.9,DL05XX3681
ANPR-S53-00017,DL06XX3096,2026-01-01T06:53:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.95,DL06XX3069
ANPR-S53-00018,DL10XX5013,2026-01-01T07:09:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.97,
ANPR-S53-00019,DL10XX7617,2026-01-01T07:31:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.84,DL10XX7671
ANPR-S53-00020,DL14XX1662,2026-01-01T08:07:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.9,
ANPR-S53-00021,DL06XX5902,2026-01-01T08:27:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.84,
ANPR-S53-00022,DL10XX3691,2026-01-01T08:46:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.97,DL10XX3619
ANPR-S53-00023,DL03XX4945,2026-01-01T09:17:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.84,
ANPR-S53-00024,DL11XX5703,2026-01-01T09:36:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.93,
ANPR-S53-00025,DL04XX1162,2026-01-01T10:15:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.89,DL04XX1126
ANPR-S53-00026,DL14XX1062,2026-01-01T10:39:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.83,DL14XX1026
ANPR-S53-00027,DL01XX5885,2026-01-01T10:54:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.93,
ANPR-S53-00028,DL03XX3834,2026-01-01T11:34:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.87,
ANPR-S53-00029,DL14XX7889,2026-01-01T12:00:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.82,
ANPR-S53-00030,DL13XX8726,2026-01-01T12:15:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.84,DL13XX8762
ANPR-S53-00031,DL08XX8050,2026-01-01T12:31:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.9,DL08XX8005
ANPR-S53-00032,DL08XX6813,2026-01-01T13:03:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.88,
ANPR-S53-00033,DL03XX6324,2026-01-01T13:20:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.99,DL03XX6342
