anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S61-00001,DL14GR1567,2026-08-15T00:01:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.99,
ANPR-S61-00002,DL14GR1576,2026-08-15T00:37:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.9,DL14GR1567
ANPR-S61-00003,DL14GR1576,2026-08-15T00:53:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.88,DL14GR1567
ANPR-S61-00004,DL14GR1576,2026-08-15T01:22:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,DL14GR1567
ANPR-S61-00005,DL14GR1567,2026-08-15T01:50:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.87,
ANPR-S61-00006,DL14GR1567,2026-08-15T02:07:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.85,
ANPR-S61-00007,DL14GR1576,2026-08-15T02:47:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.89,DL14GR1567
ANPR-S61-00008,DL14GR1567,2026-08-15T03:01:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.88,
ANPR-S61-00009,DL14GR1576,2026-08-15T03:37:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.84,DL14GR1567
ANPR-S61-00010,DL14GR1576,2026-08-15T03:56:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.95,DL14GR1567
ANPR-S61-00011,DL14GR1567,2026-08-15T04:26:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.83,
ANPR-S61-00012,DL14GR1576,2026-08-15T04:36:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.86,DL14GR1567
ANPR-S61-00013,DL14GR1567,2026-08-15T05:10:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.94,
ANPR-S61-00014,DL14GR1576,2026-08-15T05:28:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.88,DL14GR1567
ANPR-S61-00015,DL14GR1567,2026-08-15T05:51:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.86,
ANPR-S61-00016,DL14GR1576,2026-08-15T06:24:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.97,DL14GR1567
ANPR-S61-00017,DL14GR1576,2026-08-15T06:49:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.87,DL14GR1567
ANPR-S61-00018,DL14GR1567,2026-08-15T07:16:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.87,
ANPR-S61-00019,DL14GR1567,2026-08-15T07:39:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.91,
ANPR-S61-00020,DL14GR1576,2026-08-15T08:01:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.87,DL14GR1567
ANPR-S61-00021,DL14GR1567,2026-08-15T08:20:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.95,
ANPR-S61-00022,DL14GR1567,2026-08-15T09:04:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.93,
ANPR-S61-00023,DL14GR1567,2026-08-15T09:22:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.83,
ANPR-S61-00024,DL14GR1567,2026-08-15T09:51:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.97,
