anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S98-00001,DL07TG6976,2026-07-01T00:15:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.84,DL07TG6967
ANPR-S98-00002,DL07TG6967,2026-07-01T00:33:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.91,
ANPR-S98-00003,DL07TG6976,2026-07-01T00:54:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.89,DL07TG6967
ANPR-S98-00004,DL07TG6967,2026-07-01T01:23:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.86,
ANPR-S98-00005,DL07TG6967,2026-07-01T01:51:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.97,
ANPR-S98-00006,DL07TG6967,2026-07-01T02:08:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.97,
ANPR-S98-00007,DL07TG6976,2026-07-01T02:50:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.91,DL07TG6967
ANPR-S98-00008,DL07TG6967,2026-07-01T03:12:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.92,
ANPR-S98-00009,DL07TG6967,2026-07-01T03:29:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.91,
ANPR-S98-00010,DL07TG6967,2026-07-01T03:59:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.92,
ANPR-S98-00011,DL07TG6967,2026-07-01T04:14:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.9,
ANPR-S98-00012,DL07TG6976,2026-07-01T04:39:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.91,DL07TG6967
ANPR-S98-00013,DL07TG6967,2026-07-01T05:16:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.88,
ANPR-S98-00014,DL07TG6976,2026-07-01T05:28:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.97,DL07TG6967
ANPR-S98-00015,DL07TG6967,2026-07-01T05:56:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.86,
ANPR-S98-00016,DL07TG6976,2026-07-01T06:33:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.97,DL07TG6967
ANPR-S98-00017,DL07TG6967,2026-07-01T06:43:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.91,
ANPR-S98-00018,DL07TG6967,2026-07-01T07:18:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.86,
ANPR-S98-00019,DL07TG6967,2026-07-01T07:44:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.96,
ANPR-S98-00020,DL07TG6967,2026-07-01T08:03:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.96,
ANPR-S98-00021,DL07TG6967,2026-07-01T08:30:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.86,
ANPR-S98-00022,DL07TG6967,2026-07-01T09:03:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.87,
ANPR-S98-00023,DL07TG6967,2026-07-01T09:19:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.89,
ANPR-S98-00024,DL07TG6967,2026-07-01T09:44:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.93,
ANPR-S98-00025,DL07TG6967,2026-07-01T10:09:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.88,
