anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S84-00001,DL02XX6504,2026-08-01T00:15:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.89,
ANPR-S84-00002,DL12XX8116,2026-08-01T00:43:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.85,DL12XX8161
ANPR-S84-00003,DL03XX6449,2026-08-01T01:10:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.85,DL03XX6494
ANPR-S84-00004,DL07XX2881,2026-08-01T01:35:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.82,
ANPR-S84-00005,DL11XX6632,2026-08-01T01:59:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.84,
ANPR-S84-00006,DL05XX8630,2026-08-01T02:07:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.91,
ANPR-S84-00007,DL02XX8755,2026-08-01T02:38:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.89,DL02XX8755
ANPR-S84-00008,DL03XX6544,2026-08-01T03:12:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.87,
ANPR-S84-00009,DL07XX3950,2026-08-01T03:40:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.94,
ANPR-S84-00010,DL05XX4479,2026-08-01T03:45:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.97,
ANPR-S84-00011,DL04XX3076,2026-08-01T04:29:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.88,
ANPR-S84-00012,DL08XX8178,2026-08-01T04:43:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.93,
ANPR-S84-00013,DL13XX8374,2026-08-01T05:13:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.83,DL13XX8347
ANPR-S84-00014,DL04XX4627,2026-08-01T05:41:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.96,
ANPR-S84-00015,DL11XX6473,2026-08-01T05:56:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.92,
ANPR-S84-00016,DL02XX9426,2026-08-01T06:28:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.93,
ANPR-S84-00017,DL14XX1692,2026-08-01T06:49:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.89,DL14XX1629
ANPR-S84-00018,DL09XX5781,2026-08-01T07:13:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.87,
ANPR-S84-00019,DL04XX3458,2026-08-01T07:42:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.87,DL04XX3485
ANPR-S84-00020,DL02XX9578,2026-08-01T08:11:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.9,
ANPR-S84-00021,DL06XX6185,2026-08-01T08:23:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.88,DL06XX6158
ANPR-S84-00022,DL12XX7237,2026-08-01T08:52:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.84,
ANPR-S84-00023,DL01XX5066,2026-08-01T09:11:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.95,
ANPR-S84-00024,DL10XX6141,2026-08-01T09:44:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.94,DL10XX6114
ANPR-S84-00025,DL11XX3836,2026-08-01T10:07:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.89,DL11XX3863
ANPR-S84-00026,DL12XX9719,2026-08-01T10:45:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.93,DL12XX9791
ANPR-S84-00027,DL05XX2437,2026-08-01T10:50:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.94,
ANPR-S84-00028,DL06XX5799,2026-08-01T11:34:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.94,DL06XX5799
ANPR-S84-00029,DL05XX3480,2026-08-01T11:40:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.86,DL05XX3408
ANPR-S84-00030,DL02XX1572,2026-08-01T12:06:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.94,DL02XX1527
ANPR-S84-00031,DL13XX4865,2026-08-01T12:38:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.91,
ANPR-S84-00032,DL10XX8382,2026-08-01T12:56:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.97,DL10XX8328
