anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S31-00001,DL13RQ1567,2026-08-15T00:16:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,
ANPR-S31-00002,DL13RQ1576,2026-08-15T00:32:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.95,DL13RQ1567
ANPR-S31-00003,DL13RQ1576,2026-08-15T00:55:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.85,DL13RQ1567
ANPR-S31-00004,DL13RQ1576,2026-08-15T01:29:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.9,DL13RQ1567
ANPR-S31-00005,DL13RQ1567,2026-08-15T01:50:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.96,
ANPR-S31-00006,DL13RQ1576,2026-08-15T02:23:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.93,DL13RQ1567
ANPR-S31-00007,DL13RQ1576,2026-08-15T02:48:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.84,DL13RQ1567
ANPR-S31-00008,DL13RQ1567,2026-08-15T02:59:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.85,
ANPR-S31-00009,DL13RQ1576,2026-08-15T03:21:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.84,DL13RQ1567
ANPR-S31-00010,DL13RQ1567,2026-08-15T03:51:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.84,
ANPR-S31-00011,DL13RQ1576,2026-08-15T04:11:00Z,Kherki Daula Toll Plaza,4,INBOUND,0.82,DL13RQ1567
ANPR-S31-00012,DL13RQ1567,2026-08-15T04:54:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.83,
ANPR-S31-00013,DL13RQ1567,2026-08-15T05:03:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.89,
ANPR-S31-00014,DL13RQ1567,2026-08-15T05:39:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.96,
ANPR-S31-00015,DL13RQ1576,2026-08-15T05:58:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.88,DL13RQ1567
ANPR-S31-00016,DL13RQ1567,2026-08-15T06:27:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.86,
ANPR-S31-00017,DL13RQ1576,2026-08-15T06:48:00Z,Kherki Daula Toll Plaza,4,NORTHBOUND,0.85,DL13RQ1567
ANPR-S31-00018,DL13RQ1567,2026-08-15T07:20:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.91,
ANPR-S31-00019,DL13RQ1576,2026-08-15T07:38:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.87,DL13RQ1567
ANPR-S31-00020,DL13RQ1567,2026-08-15T08:06:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.98,
ANPR-S31-00021,DL13RQ1567,2026-08-15T08:36:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.97,
ANPR-S31-00022,DL13RQ1567,2026-08-15T08:46:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.85,
ANPR-S31-00023,DL13RQ1567,2026-08-15T09:11:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.98,
ANPR-S31-00024,DL13RQ1567,2026-08-15T09:45:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.87,
ANPR-S31-00025,DL13RQ1576,2026-08-15T10:13:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.83,DL13RQ1567
ANPR-S31-00026,DL13RQ1576,2026-08-15T10:33:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.83,DL13RQ1567
ANPR-S31-00027,DL13RQ1567,2026-08-15T10:57:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.94,
ANPR-S31-00028,DL13RQ1567,2026-08-15T11:34:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.85,
ANPR-S31-00029,DL13RQ1567,2026-08-15T11:57:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.98,
ANPR-S31-00030,DL13RQ1567,2026-08-15T12:06:00Z,Kherki Daula Toll Plaza,6,SOUTHBOUND,0.9,
ANPR-S31-00031,DL13RQ1567,2026-08-15T12:48:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.92,
ANPR-S31-00032,DL13RQ1567,2026-08-15T12:56:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.84,
ANPR-S31-00033,DL13RQ1567,2026-08-15T13:20:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.91,
ANPR-S31-00034,DL13RQ1576,2026-08-15T13:48:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.83,DL13RQ1567
ANPR-S31-00035,DL13RQ1567,2026-08-15T14:10:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.86,
ANPR-S31-00036,DL13RQ1567,2026-08-15T14:37:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.89,
ANPR-S31-00037,DL13RQ1567,2026-08-15T15:00:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.84,
ANPR-S31-00038,DL13RQ1576,2026-08-15T15:35:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.88,DL13RQ1567
ANPR-S31-00039,DL13RQ1576,2026-08-15T16:07:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.98,DL13RQ1567
