anpr_id,vehicle_id_or_plate,timestamp,toll_plaza,lane,direction,confidence,ocr_corrected
ANPR-S32-00001,DL05GP5176,2026-08-20T00:17:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.94,DL05GP5167
ANPR-S32-00002,DL11EF3944,2026-08-20T00:33:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.94,
ANPR-S32-00003,DL05GP5167,2026-08-20T01:08:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.85,
ANPR-S32-00004,DL11EF3944,2026-08-20T01:19:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.97,DL11EF3944
ANPR-S32-00005,DL05GP5167,2026-08-20T01:52:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.83,
ANPR-S32-00006,DL11EF3944,2026-08-20T02:13:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.97,
ANPR-S32-00007,DL05GP5167,2026-08-20T02:35:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.99,
ANPR-S32-00008,DL11EF3944,2026-08-20T02:57:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.99,
ANPR-S32-00009,DL05GP5176,2026-08-20T03:38:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.97,DL05GP5167
ANPR-S32-00010,DL11EF3944,2026-08-20T03:52:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.92,
ANPR-S32-00011,DL05GP5176,2026-08-20T04:16:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.87,DL05GP5167
ANPR-S32-00012,DL11EF3944,2026-08-20T04:44:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.89,
ANPR-S32-00013,DL05GP5167,2026-08-20T05:16:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.89,
ANPR-S32-00014,DL11EF3944,2026-08-20T05:27:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.85,DL11EF3944
ANPR-S32-00015,DL05GP5176,2026-08-20T05:52:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.91,DL05GP5167
ANPR-S32-00016,DL11EF3944,2026-08-20T06:18:00Z,Kherki Daula Toll Plaza,6,OUTBOUND,0.93,
ANPR-S32-00017,DL05GP5176,2026-08-20T06:42:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.86,DL05GP5167
ANPR-S32-00018,DL11EF3944,2026-08-20T07:15:00Z,Kherki Daula Toll Plaza,3,SOUTHBOUND,0.87,
ANPR-S32-00019,DL05GP5176,2026-08-20T07:46:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,DL05GP5167
ANPR-S32-00020,DL11EF3944,2026-08-20T08:13:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.9,
ANPR-S32-00021,DL05GP5176,2026-08-20T08:27:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.94,DL05GP5167
ANPR-S32-00022,DL11EF3944,2026-08-20T09:01:00Z,Kherki Daula Toll Plaza,4,SOUTHBOUND,0.83,
ANPR-S32-00023,DL05GP5167,2026-08-20T09:22:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.89,
ANPR-S32-00024,DL11EF3944,2026-08-20T09:37:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.9,
ANPR-S32-00025,DL05GP5176,2026-08-20T10:00:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.83,DL05GP5167
ANPR-S32-00026,DL11EF3944,2026-08-20T10:35:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.88,
ANPR-S32-00027,DL05GP5167,2026-08-20T10:52:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,
ANPR-S32-00028,DL11EF3944,2026-08-20T11:33:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.99,
ANPR-S32-00029,DL05GP5167,2026-08-20T11:59:00Z,Kherki Daula Toll Plaza,5,NORTHBOUND,0.96,
ANPR-S32-00030,DL11EF3944,2026-08-20T12:19:00Z,Kherki Daula Toll Plaza,1,SOUTHBOUND,0.86,
ANPR-S32-00031,DL05GP5167,2026-08-20T12:38:00Z,Kherki Daula Toll Plaza,5,INBOUND,0.94,
ANPR-S32-00032,DL11EF3944,2026-08-20T13:15:00Z,Kherki Daula Toll Plaza,5,OUTBOUND,0.95,
ANPR-S32-00033,DL05GP5176,2026-08-20T13:31:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.91,DL05GP5167
ANPR-S32-00034,DL11EF3944,2026-08-20T14:00:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.91,DL11EF3944
ANPR-S32-00035,DL05GP5176,2026-08-20T14:22:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.98,DL05GP5167
ANPR-S32-00036,DL11EF3944,2026-08-20T14:42:00Z,Kherki Daula Toll Plaza,2,OUTBOUND,0.95,DL11EF3944
ANPR-S32-00037,DL05GP5167,2026-08-20T15:10:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.87,
ANPR-S32-00038,DL11EF3944,2026-08-20T15:42:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.9,
ANPR-S32-00039,DL05GP5167,2026-08-20T16:07:00Z,Kherki Daula Toll Plaza,1,INBOUND,0.95,
ANPR-S32-00040,DL11EF3944,2026-08-20T16:29:00Z,Kherki Daula Toll Plaza,1,OUTBOUND,0.89,
ANPR-S32-00041,DL05GP5167,2026-08-20T16:51:00Z,Kherki Daula Toll Plaza,2,NORTHBOUND,0.82,
ANPR-S32-00042,DL11EF3944,2026-08-20T17:11:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.87,
ANPR-S32-00043,DL05GP5167,2026-08-20T17:32:00Z,Kherki Daula Toll Plaza,2,INBOUND,0.84,
ANPR-S32-00044,DL11EF3944,2026-08-20T17:55:00Z,Kherki Daula Toll Plaza,4,OUTBOUND,0.96,DL11EF3944
ANPR-S32-00045,DL05GP5176,2026-08-20T18:23:00Z,Kherki Daula Toll Plaza,1,NORTHBOUND,0.83,DL05GP5167
ANPR-S32-00046,DL11EF3944,2026-08-20T18:53:00Z,Kherki Daula Toll Plaza,2,SOUTHBOUND,0.92,
ANPR-S32-00047,DL05GP5176,2026-08-20T19:14:00Z,Kherki Daula Toll Plaza,6,INBOUND,0.84,DL05GP5167
ANPR-S32-00048,DL11EF3944,2026-08-20T19:50:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.88,
ANPR-S32-00049,DL05GP5176,2026-08-20T20:09:00Z,Kherki Daula Toll Plaza,3,NORTHBOUND,0.84,DL05GP5167
ANPR-S32-00050,DL11EF3944,2026-08-20T20:43:00Z,Kherki Daula Toll Plaza,5,SOUTHBOUND,0.86,
ANPR-S32-00051,DL05GP5167,2026-08-20T21:03:00Z,Kherki Daula Toll Plaza,3,INBOUND,0.93,
ANPR-S32-00052,DL11EF3944,2026-08-20T21:17:00Z,Kherki Daula Toll Plaza,3,OUTBOUND,0.95,DL11EF3944
ANPR-S32-00053,DL05GP5167,2026-08-20T21:41:00Z,Kherki Daula Toll Plaza,6,NORTHBOUND,0.96,
